,POP10,HH10,POP20,HU20,HHPOP20,food_insecurity,edu_hsd,edu_gebach,edu_bach,no_internet,dial-up,broadband,lt75000,ge75000,le1.5_rm,gt1.5_rm,30-50pct_rb,gt50pct_rb,HHOCH18,cr_Less than $100,cr_$100 to $149,cr_$150 to $199,cr_$200 to $249,cr_$250 to $299,cr_$300 to $349,cr_$350 to $399,cr_$400 to $449,cr_$450 to $499,cr_$500 to $549,cr_$550 to $599,cr_$600 to $649,cr_$650 to $699,cr_$700 to $749,cr_$750 to $799,cr_$800 to $899,cr_$900 to $999,"cr_$1,000 to $1,249","cr_$1,250 to $1,499","cr_$1,500 to $1,999","cr_$2,000 to $2,499","cr_$2,500 to $2,999","cr_$3,000 to $3,499","cr_$3,500 or more","hv_Less than $10,000","hv_$10,000 to $14,999","hv_$15,000 to $19,999","hv_$20,000 to $24,999","hv_$25,000 to $29,999","hv_$30,000 to $34,999","hv_$35,000 to $39,999","hv_$40,000 to $49,999","hv_$50,000 to $59,999","hv_$60,000 to $69,999","hv_$70,000 to $79,999","hv_$80,000 to $89,999","hv_$90,000 to $99,999","hv_$100,000 to $124,999","hv_$125,000 to $149,999","hv_$150,000 to $174,999","hv_$175,000 to $199,999","hv_$200,000 to $249,999","hv_$250,000 to $299,999","hv_$300,000 to $399,999","hv_$400,000 to $499,999","hv_$500,000 to $749,999","hv_$750,000 to $999,999","hv_$1,000,000 to $1,499,999","hv_$1,500,000 to $1,999,999","hv_$2,000,000 or more",tot_hhds,fam_hhd,fb_Europe,fb_Asia,fb_Africa,fb_Oceania,fb_LatinAmerica,fb_NorthernAmerica,lang_Spanish,lang_Russian,lang_Chinese,lang_Vietnamese,lang_other asian or pi language,lang_other indo-euro language,lang_pop_leahh,total 5-17,total 5-17 in public school,mobility,Pov20,w_disability,Pop25+,"hhinc_Less than $10,000","hhinc_$10,000 to $14,999","hhinc_$15,000 to $19,999","hhinc_$20,000 to $24,999","hhinc_$25,000 to $29,999","hhinc_$30,000 to $34,999","hhinc_$35,000 to $39,999","hhinc_$40,000 to $44,999","hhinc_$45,000 to $49,999","hhinc_$50,000 to $59,999","hhinc_$60,000 to $74,999","hhinc_$75,000 to $99,999","hhinc_$100,000 to $124,999","hhinc_$125,000 to $149,999","hhinc_$150,000 to $199,999","hhinc_$200,000 or more",owner occ hu,tot occ hu acs,LifeExp,SVI
Powellhurst-Gilbert,30570,10784,32852,11397,31853,5749.009921,4319.038945,4106.640815,2785.291525,1122.881959,50.07000391,10050.99273,7802.999584,3697.680301,11273.76802,226.9118664,1419.544827,1876.021381,7519.985881,39,67.32350598,155.6703638,23.57615894,57.90924092,28.01832669,101,43,62.96636684,58.61752988,51.00542279,73.48525896,73,148.1139442,226.0558643,572.1573339,429.802828,1380.92142,1209.49952,628.790663,19,0,9,0,91.86546734,40,13.51818537,16.80805819,6.483501216,0,8.284473776,83,35,79,83.16175299,31.71452145,39.32719694,77.29927529,83.88502387,241.1847145,186.0676186,896.609613,1166.856553,2111.153645,484.950737,110.1171617,0,13.11258278,0,0,11500.67988,7628.971471,1763.424862,4439.966617,351.2151579,312.2008748,1987.937726,81.59840013,1462.500325,1209.367878,1640.682904,1479.067103,182.1900683,371.8982144,6573.071447,5716.457125,4713.348231,2292.28145,6701.698409,5189.436839,23305.87449,778.9418831,602.8518642,506.1303509,643.0255186,667.9758135,817.9891219,651.8208565,583.4419209,515.1321349,987.3210746,1048.369045,1445.687172,841.4116334,447.2048091,522.4856064,440.8910798,5899.400082,11500.67988,74.53161052,0.931483918
Reed,4399,1963,4718,1971,3644,610.8510216,114.5602162,1764.087772,949.716963,77.28266696,0,1791.698477,902.1717282,986.8094155,1859.246241,29.73490276,178.3981576,252.7185261,581.4567345,26,0,0,45.34288639,14,0,0,8.734902764,0,0,0,0,0,0,0,13,90.19344933,278.0388946,213.2436029,265.9913762,29,0,14.57281553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,35.29335481,150.8034175,442.9705587,185.0791517,14.57281553,0,0,1888.981144,1038.202325,102.2825648,144.7558332,4.334006981,11.26841815,42.47326842,24.2704391,0,26.00404189,5.200808378,0,30.33804887,0.866801396,62.40970053,609.3613816,517.4804336,760.1848245,556.7911975,750.6500092,3291.453977,145.2047083,108.1381781,30.44216991,13,85.15574782,55.71559109,55.33189866,38.19344933,7.193449335,109.1439178,254.6526179,220.8333375,218.348218,111.020776,168.2418101,268.3652739,845.7192983,1888.981144,77.1,0.4442
Richmond,11692,5333,13513,6664,13386,1378.980735,314.4540328,7307.104702,4406.938796,145.6456322,7.687434002,5897.653564,2417.160924,3662.085623,5930.246547,149,911.0936905,363.8881228,2391.198233,62,0,58,50,0,23.06230201,0,0,1.922879177,8,0,13,0,6.264477096,19.35398032,78.37455427,162.0519478,569.8240086,681.1445168,757.5611154,197.4166866,110.2119546,55,0,1.24660814,0,0,0,0,0,0,1.762639246,0,0,1.133280128,0,7,0,1.12167952,0,0,117.3456197,33.96548822,269.2892768,613.9130573,1879.271847,268.5130623,7.71527499,0,1.922879177,6079.246547,2949.35862,311.9144084,591.5260216,0,24.99821591,99.35661017,146.0071112,13.01616487,3.815347722,48.8679653,35.31213561,148.2830621,13.98960831,269.3919436,1699.73894,1418.273922,979.120554,1262.602287,1347.9825,11140.67536,252.6740207,104.3622039,139.3949482,127.7052723,172.4276961,203.3123096,84.06411481,178.2926732,170.8012289,451.0553016,533.0711544,615.5138465,897.5063805,523.7682914,947.7677667,677.529338,3204.200713,6079.246547,81.0172168,0.189846674
Rose City Park,8982,4007,9633,4093,9598,779.5591514,206.7070632,4844.355377,2915.403353,280.9720486,0,3917.048347,1510.985723,2773.701239,4236.510999,48.1759632,290.7760181,215.6073446,1713.666649,12.7225898,0,0,99.74008051,5.541115584,10.1587119,0,0,25,0,9.799299883,22.50078648,17.83419221,17.16342412,27.4925211,136.7050579,85.76821158,215.9570104,413.5835105,160.1468189,38.57048081,12.61759632,17.8880597,0,0,0,0,0,0,0,0,8.303205128,0,8.252042007,0,0,0,0,0,13,0,12.40027701,73.60919842,331.6125612,687.4982897,1279.446141,429.0336827,81.77021206,6.030769231,0,4284.686962,2515.740968,113.8653664,421.6299517,34,58.13687544,152.7314466,6.599036046,74.60061439,0,30.89519124,76.46864416,67.08614995,18.86955197,267.9201517,1322.480972,965.0489359,436.1725113,675.4416535,886.4872282,7711.897988,203.1809631,91.39287473,40.46953942,119.5679024,108.4439106,56.08034788,110.9677728,95.96949226,118.9075078,266.8022597,299.2031522,688.1410005,484.1830379,283.1759889,610.4087528,707.792459,2930.956379,4284.686962,80.91019889,0.067526245
Roseway,6200,2830,6551,2936,6528,518.0151049,278.5648207,3318.346677,2061.085194,94.47980798,0,2979.694037,1363.314355,1734.859489,3077.173845,21,458.5420454,221.5687621,1069.62161,0,0,0,0,0,0,0,0,0,2.806345733,0,7.107110711,0,21,49.53869113,40.81856484,73.00036387,81.92534772,46.84168607,218.5736731,286.3336461,20,0,0,0,0,0,0,7.483588621,0,1,11.40512821,4.542553191,0,0,0,0,0,0,0,0,29.93485838,157.1563667,672.8376797,839.4759044,368.6555114,57.38461538,0,14.96923077,0,3098.173845,1823.329763,38.7212598,394.1847817,0,0.528676988,140.6836701,22.68766598,141.7410241,0,30.66326531,151.0842562,69.78536242,0,393.273908,742.5106684,696.3150212,286.9359321,329.2853132,552.9706479,5792.438267,147.9383709,14.55355536,45.97267815,118.4079665,85.21236153,71.95516038,48.5190168,120.3380196,68.4893617,160.4775887,481.4502756,606.672767,366.0970995,175.2034307,351.4488972,235.437295,2164.845437,3098.173845,79.8,0.199972744
Russell,3175,1241,3258,1258,3104,328.9908395,371.1528035,928.2494968,698.9210347,48.73404248,7.525837989,1091.924663,543.2012595,628.509122,1153.710382,18,20,100.2074022,716.7486599,0,0,0,0,0,0,0,0,0,0,0,33.6997389,0,0,7,14.46083551,0,50.94553073,44,20.26187151,0,0,0,0,0,0,9.841480447,0,0,0,0,0,0,0,0,0,0,8,0,0,45.55325313,33.87353589,116.1385617,485.4972322,240.6236179,38.07869,11,0,0,0,1171.710382,809.8694718,42.06886657,200.528264,75.72395983,0,70.58220947,46.74318508,73.38680057,18.22984218,8.881205165,71.98450502,10.28350072,6.544045911,259.892109,250.0760402,200.0608321,117.7928264,488.9738119,478.6502152,2462.662925,22.20121213,0,71,25.18119047,97.25633962,82.01119142,52.3390117,12.9386423,47.80014441,68.6250547,63.8484728,106.4064702,119.5155619,109.7111382,125.0116965,167.8642553,988.6063713,1171.710382,81.3,0.6833
Sabin,4149,1779,4438,1875,4438,336.5559213,80.19518395,2264.133269,1070.173581,62.45496753,0,1860.647795,565.7395263,1374.353244,1855.022208,85.07056172,64.16582258,61.21200447,956.1165179,0,1.553784861,3.573705179,0,0,0,0,0,0,7.767926988,6.90482399,5.938437253,0,3.262135922,1.087649402,0,4.660310215,62.10121949,17.30076466,181.5446427,71.28250469,50.76037207,3.262135922,0,8.701754386,0,0,0,0,0,0,0,0,0,25.48501153,0,0,32.39147593,0,0,0,7.267706229,10.63297933,64.33789413,172.5617674,804.8818005,348.0807856,32.47372409,7.55801105,0,1940.09277,1182.184993,66.21080178,110.7231139,2.764876166,3.449042467,24.94455976,36.56878452,134.8285586,0,7.744195803,2.218562874,22.31504554,2.442377301,169.5487401,790.553365,559.4790406,354.6892128,250.9146171,400.5646521,3689.512687,20.19028403,33.29717151,46.20206581,20.89109553,41.19377741,17.31395361,19.75971399,9.488893764,43.76616848,93.31279912,220.323603,301.4788391,163.3043884,123.358232,266.831332,519.3804524,1514.37291,1940.09277,77.41580524,0.099116355
Sellwood-Moreland,11621,5882,13940,7115,13770,1529.844855,282.5747573,5881.198008,3409.669394,372.5994554,0,5273.884473,2811.295142,2994.210123,5776.505264,29,383.1946247,627.5926861,2273.19241,14,1.203883495,41,142.3242718,0,108.8427184,15,24,101,71,53,13,31.69512195,13.96959459,33.56504854,181.2309377,178.0970992,488.4586108,518.7942932,270.9831636,148.8252427,56,27,15,4,0,0,0,0,0,0,0,0,0,0,32,0,0.963106796,0,24,0,70.9305038,72.57475728,371.4706481,644.6775434,1474.681883,241.686832,124.6452178,14.68543689,0,5805.505264,2823.537569,148.2561394,362.1212646,38.07995495,24.78628629,40.31501308,34.20741697,35.53141238,65,50.22147147,0,87.36670494,24,262.1195888,1820.124728,1620.93448,1572.045089,1451.206173,1319.74704,9617.549725,434.6953629,348.0097087,209.1158537,108.1484912,208.0834951,147.4286959,314.1695115,153.441011,138.8288302,221.0294577,528.3447236,744.0419133,370.0011248,364.9501092,711.5290775,803.6878977,3076.315929,5805.505264,81.1,0.4417
South Burlingame,1747,827,1801,781,1801,116.0096378,0.994019469,1017.984087,601.656292,28.54804345,0.658914729,631.8102873,196.7377994,478.2782127,675.0160121,0,45.71098049,13.21332456,332.1406781,0,0,0.329457364,0.366063738,0,0,0,0,0,5.195189639,0,0.219638243,0,0,0,10.07995396,0.805340224,10.16947173,15.94422361,37.97915359,18.73275662,11.25624462,0.716647978,0.47588286,0.219638243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073212748,0.146425495,0.183031869,0.313977866,18.30188679,48.86564394,112.377018,290.8363655,84.56086295,6,0,0.301886792,675.0160121,407.7286271,14.36080443,10.57645265,3.633294524,0,5.028968487,1.061584841,0.256244617,0.146425495,0,0,0,0.366063738,0.915159345,232.003518,200.5531158,57.0864175,230.6049494,142.7146491,1464.343368,1.467643378,10.87885049,0.402670112,0.762290153,18.83256244,5.952961892,0.695521102,24.96683017,27.5060391,63.08686082,42.18556976,86.5616608,77.46720179,48.92505359,75.26108466,190.0632119,562.1799502,675.0160121,80.84068966,0.003708966
South Portland,6631,4500,10782,6705,10435,1092.78154,82.82168053,6567.193953,3426.943524,207.6915458,55.59976699,5267.216674,2063.617457,3757.87183,5596.436409,225.052879,726.6062899,655.8400297,951.0631011,0,0,0.213178295,0.236864772,0,0,0,0,0,2.804810361,0,17.14211886,53.50867052,53,52,120.7741201,102.3728608,587.5436627,653.699069,987.4451893,529.159592,210.1658053,75.16616495,27.64318432,0.142118863,0,0,0,0,0,0,0,0,0,0,0,0,13,0.047372954,0.441566718,0.118432386,70.35819244,170.9024677,235.4641456,463.6774712,935.2593673,349.9322139,63.18800259,12.96280992,16.11983471,5821.489288,1796.602454,482.596427,581.1227882,231.358682,24,135.5069347,24.12346991,69.81991756,0.094745909,50.77555726,13.65411222,0.653031093,20.8180999,272.9102099,751.8472928,690.3672316,1504.633931,1215.543448,918.0098933,8355.67259,331.4504624,67.27940215,233.6224784,164.0041461,132.1756632,84.01662318,129.6581356,126.861121,136.6411158,365.9928212,291.9154883,1101.874583,588.2025335,497.9954043,730.6701498,839.1291596,2331.613996,5821.489288,81.37680412,0.162176289
South Tabor,5995,2762,6633,2925,6585,636.6223993,236.0674157,2778.010372,1642.079516,162.5894555,13,2690.929127,1293.107174,1603.27917,2883.386344,13,278.1555748,148.684529,1202.984443,0,18,0,0,0,0,0,0,0,0,0,0,36,25.7355229,0,84,139.9861711,251.5963699,94.33880726,206.1417459,52.03025065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,9,67.94900605,79,631.633535,619.2368194,512.5246327,13.21348315,0,0,0,2896.386344,1748.302506,76.1235012,435.2482014,61,0,141.646283,64.25219824,85,2.184652278,105,50.00519584,38.95963229,8.010391687,289.1598721,877.6095124,725.0439648,459.7098321,480.2229905,659.3481215,5450.382887,113,37.60328436,74,69.29472774,99,128,102,47,139.3690579,212.1996543,271.6404494,391.8167675,372.7821953,233.8098531,274.6197061,330.2506482,1969.557476,2896.386344,77.44352002,0.468207808
Southwest Hills,7994,3758,8698,3814,8619,658.1816642,35.50903312,4942.890031,2371.055744,107.7996465,7.239884393,3497.23522,965.8770281,2660.877492,3569.177125,57.57739525,219.3709686,177.7857062,1616.717638,0,0,0,0,0,0,0,0,0,0,0,0,21.23699422,4.767354597,9.587973274,32.6608593,86.46283269,172.5227492,205.179795,156.0522064,135.8869463,30.17344359,14.44248674,35.23298565,0,0,0,0,0,0,0,0,10.48507463,0,0,0,0,0,0,61.33613584,33.15311908,26.00434882,28.02639192,87.84788005,126.3042035,600.5254194,791.7159286,549.9158016,157.6859186,227.490171,3626.75452,2157.525197,303.7954763,552.8775054,2.73219289,0,99.36588013,38.14647469,45.73174883,19.33391808,128.8430424,31.0105125,55.41867585,33.23683219,313.5747298,1274.412759,792.1062091,614.2237501,524.7065418,769.8457501,6065.479711,152.2052097,58.4242633,26.28615268,66.69172661,52.79576459,72.56362002,92.49488577,89.30795032,84.3719949,161.1990232,109.5364369,302.1683855,269.0370522,269.4573494,422.9409312,1397.273774,2700.490393,3626.75452,81.60319504,0.072911835
St Johns,12207,5134,12898,5576,12840,1718.756826,900.1225875,4430.155101,3153.841538,414.7231827,5,4959.465286,3178.632003,2261.631153,5374.355958,65.9071979,703.7040251,456.8786485,2720.113232,0.915011914,0,0,4.216216216,4.567567568,0,3.513513514,10.33672255,0,1.577019643,190.4747649,39.95598405,27,47.22482436,113.4724897,164.1056712,261.2560322,641.3896131,235.2519474,427.358177,24.75764118,5.62764884,0,0,5.610007943,0,0.762509929,1.220015886,0,2.058776807,0,0.915011914,0,1.220015886,8.438789546,0,0,2.287529786,1.932432432,35.94312796,44.0572823,243.3648239,399.5854915,1316.646348,671.3491667,345.2662709,69.88694777,0,0,15,5440.263156,2752.632696,121.5346056,270.5830223,17.41668903,337.9655978,580.0510584,49.90166415,446.2279333,0.515159646,0,2.575798229,194.5155068,0.386369734,704.2634189,1735.334473,1540.914638,1194.620172,2182.547271,1625.766084,9874.33679,249.8383514,173.6803043,174.7170536,315.2756686,92.42646027,277.9291334,393.7506613,190.8396044,69.18132069,448.8940977,792.0993473,661.2293014,619.8937156,227.7584812,520.2809153,232.4687399,3165.544549,5440.263156,76.46744271,0.432975476
Sullivan's Gulch,3139,2009,4073,2611,3988,428.6621979,34.94010833,1945.271505,1302.635072,93.66301345,15.53008596,1773.664733,1212.899486,810.4017565,1975.5362,47.76504298,322.7861545,328.1771415,198.7997693,14,0,0,0.052102377,0,0,0,0,0,0,0.085009141,15.03016453,22,59,34.0904936,79,101.6451025,375.6666087,260.3815707,342.645747,63.19507339,51.44340974,10.69887194,8.735673352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38323782,0,42.03564899,109.2378223,119.6168322,0.440184479,233.3187393,30.06886453,0,0,0,2023.301243,542.7445576,110.2843271,109.6516393,0,3.919465486,24.68654826,27.45631541,34.62765496,0,5.67310705,0.586909406,0.132030178,18.4462492,59.4659508,256.6064257,153.5948272,301.8620373,389.3396606,300.9038752,2891.772685,111.6668884,64.53600782,113.6433365,0.085009141,139.530086,49.24090214,95.1482808,81.88474906,47.62606402,253.4494928,256.0886694,196.4371661,167.602331,173.2561839,89.76540381,183.3406716,555.1013297,2023.301243,79.79058065,0.106524258
Sumner,2137,898,2118,916,2076,203.0183178,181.6807403,625.59716,489.2255174,102.5240714,0.445081184,870.6367201,505.6337055,475.6174473,961.1633019,20.08785084,42.15023931,37.26779805,332.7103969,0,0,0.289473684,0.078947368,0.222540592,10.5267104,3.508903468,0,0,0.177821722,0.362753276,12,4.593466638,8.763157895,1.102931594,18.60931255,11.48533815,14.03140318,100.2515237,28.22002898,0,0,0,0,4.897684507,0,12.28116214,13.158388,2,0,0,0,4.386129335,0.115103874,0,3.508903468,0,46.01013668,14.93864413,0.202692425,30.25033288,76.49048341,84.5317008,346.6719823,77.77734905,23.41868563,0.598540146,0,0,0,981.2511528,491.5229169,45.65812455,220.3447407,16.13361205,0.660568518,115.9290436,0.017908723,61.80853398,32.61253572,16.62077762,152.1550237,5.174227382,0.006354708,276.7725275,311.8720504,262.2374165,81.08467708,283.2262355,287.4820348,1928.918656,34.46218173,34.52931441,10.96728287,47.9862796,77.60468288,35.5150609,35.59196447,21.75269327,22.84141247,97.97937377,86.4034591,198.7915087,171.1816171,39.61148159,42.51925888,23.51358095,741.2379188,981.2511528,76.42122386,0.659030303
Sunderland,718,43,698,44,111,109.2053332,75.30267249,28.56129795,21.243582,20.36098132,0,52.93573923,39.42478042,35.0483309,74.47311132,0,9.479927579,6.902302077,28.78599715,0,0,0,0,0,0,0,0,0,0,5.085906794,0,5.085906794,0,4.01342377,0,5.085906794,12.38616003,0,1.107191316,0,0,0,0,0,0,0,0,0,0,0,0,0,1.816395284,0,0,0,1.816395284,3.632790567,0,0,0.657394844,2.715988228,11.91926273,5.656965161,3.390773406,9.791252761,0.311397558,0,0,74.47311132,30.98320657,10.74653857,4.020817631,5.111964726,0.451569627,2.65468205,0,1.587335659,14.44156177,0,1.368392809,0,0.205258921,17.83517594,23.83528607,22.68583611,162.2785242,61.79218412,60.24791516,373.9890298,4.082587039,11.98820887,0.830393487,1.816395284,8.303536805,0,0,6.19309811,2.664179104,0,3.546381715,16.60707361,7.421370383,4.670963365,2.28358209,4.065341457,41.70861582,74.47311132,NA,0.644488235
Sunnyside,7354,3894,8251,4271,7938,961.0123615,165.808571,4061.885148,2596.685908,240.1585509,0,3526.124781,1930.451951,1958.724265,3833.49663,55.67958651,581.431731,486.2079117,921.372676,0,0,0,0,0,0,0,0,0,9,22.2826087,24.07731998,16,12.65217391,26,167.872726,186.4639578,708.4282646,473.8459992,674.114988,259.1790054,47.76887687,12.62739965,5.02173913,0,0,0,0,0,8,0,44,0,0,0,0,0,0,0,13,6,13.32190495,31.48926322,137.2502985,336.9636477,465.8135843,124.2831355,16.42853129,0,0,3889.176216,1332.465379,140.119521,215.0828541,33,18.40351618,86.84931878,108.8277729,53.8455092,7.739031984,36.69114013,22.68266855,25.11330745,9,159.9639976,819.1175019,690.7270133,776.4614711,827.3221562,749.0603059,6433.628301,306.437241,40.82608696,83.4451248,113.883376,127.909875,139.3647187,144.6197759,193.8271405,61.73323032,249.9390491,468.4663327,579.8840317,521.581452,343.6419584,248.9140938,264.7027293,1196.550366,3889.176216,77.74803407,0.190045771
Sylvan-Highlands,1294,564,1474,589,1474,29.543379,0.259182259,583.3691049,317.9170674,0.053361053,0,456.5091069,93.86459507,362.857956,456.646321,0.076230076,21.68262684,22.61030614,221.3274508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076230076,0.16008316,0.952875953,0.121968122,0.175329175,47.33282549,0,13.74515561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.731650029,0,0,14.64996588,21.86557903,52.00171399,108.207313,84.37435792,47.75971391,6.023456222,29.20845567,456.7225511,328.9653658,44.71935297,27.26933134,0.022171034,0,28.28351036,15.91408008,0.044342067,0,0.114022459,0,3.946055293,10.4059045,14.51032432,281.4875187,195.2142281,103.7114835,8.387228685,68.71558108,771.7545138,0.114345114,0.259182259,0.053361053,0.083853084,22.33587786,3.497272963,0.358281358,10.65952506,0.167706168,7.131760063,49.20343009,28.57807367,44.55211524,23.34741024,122.4075214,143.9728354,371.8222056,456.7225511,81.4,0.028458949
University Park,6035,1834,7022,2045,5038,20.69407895,49.02682927,1900.826829,1015.657317,42.79634146,8,1702.789024,707.0914634,1061.493902,1768.585366,0,151,110.3780488,745.7914634,20,0,0,0,0,0,7,0,13,7,16,0,7,0,17,8,16,52,76,128,87.37804878,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,40,307.0536585,330.7670732,507.2926829,12.72926829,2,0,0,1768.585366,1103.453659,58.2007886,295.6105551,14.66181377,62.68031544,28.61267819,16,5,0,17,9,69,0,103.2766151,466.4115863,315.6002426,1177.754019,931.3646341,612.2211101,3176.130488,60.36463415,79.43170732,37,30.41829268,61,33,9,37,65,93.87682927,201,278.2012195,163.8097561,237.8365854,162.9036585,218.7426829,1221.842683,1768.585366,78.70171504,0.396551114
Vernon,2665,1178,2969,1363,2945,273.6276018,93.74129275,1380.741565,853.1595133,83.02834109,0,975.0376842,384.6509074,673.4151178,1031.288295,26.77773064,120.3239306,48.8822165,280.4997111,0,5.836317796,11.04296938,17.14285714,0,0,0,0,0,0,0,0,0,2.236540159,2.688446215,19.11106969,20.15479181,65.30843396,35.24010365,146.5150297,86.67453884,14.15010559,2.521637351,0,3.896103896,0,0,0,0,0,0,0,0,0,0,0,0,6.233766234,0,12.54989154,0,22.77035694,8.339130841,104.5170423,206.9925055,235.6689786,24.76914463,0,0,0,1058.066025,534.6594824,36.65057791,47.21725661,5.152336609,3.72482551,22.7773001,19.64668827,19.24558642,0,1.565170172,6.234730539,12.90328257,5.8640993,45.812869,456.0854897,340.9335262,204.0278203,250.2334411,258.3023135,2076.234757,37.0492177,37.19846924,13.67712859,31.43594274,47.65754779,12.94513468,12.90429958,39.07932963,11.738807,67.58544351,73.37958695,171.8542821,141.3409625,46.42753997,138.7915658,175.0007675,625.7369205,1058.066025,77.94068915,0.116478226
West Portland Park,3921,1762,4093,1812,4093,284.7846529,209.9563697,1468.191757,1074.122965,85.67524856,8,1579.968492,815.4048984,877.5825519,1675.545168,17.44228275,162.5926789,274.3743829,801.6312045,0,0,0,0,0,0,0,0,0,0,0,0,78.07461407,27.51200686,0,43.61492281,96.97341338,144.549231,154.3383267,175.0234831,39.63596096,0,7.43567753,9,0,0,0,0,0,0,0,0,1.983138781,0,0,9,0,10.86109906,1.081712062,13.96627756,19.9156939,27.3937959,60.21141375,208.6867437,222.9393428,328.463748,9.802853437,1.44228275,0,0,1692.98745,1032.433942,43.93674709,270.9695668,180.5314413,0.631101022,58.16368459,44.90586254,21.03217054,7.418570734,0.631101022,0.631101022,28.29139915,19.43352093,183.1524964,565.0030523,498.5143727,511.8239179,433.5310528,366.98625,2924.079941,60.70880525,150.4398923,59.90179157,31.50609353,7,56.5935365,74.43343167,50.43567753,8.134392527,183.2404787,133.0107988,196.4593431,174.777684,150.272962,223.7001366,132.3724263,915.7481018,1692.98745,81.37530345,0.414630626
Wilkes,8775,3864,9280,3896,9041,1208.108875,642.7137638,1988.033611,1382.801476,293.4645062,222.474162,3216.91585,2369.618557,1374.141921,3726.142278,17.61819933,152.6369362,316.1737828,1114.107267,0,0,0.116217644,0,0,24,0,0,0,0,0,33.33661402,8.220813524,0.29054411,0.348652932,22.15736382,81.19928755,273.6863371,290.4898196,68.21184958,10,1.427478886,0,0,45.08122992,13.78815599,16.15851955,0,12.56877965,9.112548512,14,26.04429466,0.081352351,0.069730586,0.127839408,15.9469599,5.315653299,17.96741625,122,78.58108556,60.15308581,233.1653697,283.4838806,1363.977691,479.3940419,120.2705073,0,0,0,0,3743.760477,2156.764967,161.5306925,742.0886849,147.6292028,52.31105829,389.391778,77.52254694,359.2270642,31.90842353,10.11879484,290.8777374,210.8092202,54.02160659,1080.078132,1082.272255,889.8406593,533.4675034,903.6269233,1577.007385,6866.059932,207.618956,156.172364,143.6600182,64.63762838,149.8689728,309.5752437,239.9479311,106.8026567,198.6248467,328.5523998,464.1575392,413.4536664,401.9154566,166.7092362,282.5959784,109.467583,2917.288142,3743.760477,79.89618663,0.697561216
Woodland Park,176,71,202,72,196,22.23728814,11.30989583,31.95703125,24.59244792,10.52083333,0,79.56380208,83.37760417,16.5703125,72.33072917,27.6171875,12.36197917,15.38671875,11.17838542,0,0,0,0,1.052083333,0.131510417,0,0,2.104166667,0,0,0,0,0,0,7.364583333,11.30989583,4.076822917,9.07421875,9.337239583,3.813802083,0,0.263020833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97265625,2.630208333,7.49609375,3.9453125,34.45572917,0,0,0,0,0,0,99.94791667,48.26432292,3.800289436,12.92098408,0,7.775976845,0,0.409261939,0,4.560347323,0,8.769898698,5.554269175,0,18.8845152,26.2512301,22.80173661,18.1829233,24.06640625,34.55340087,157.8125,4.997395833,1.18359375,1.446614583,3.024739583,3.813802083,4.997395833,2.3671875,9.994791667,6.838541667,28.01171875,16.70182292,10.65234375,4.471354167,1.315104167,0,0.131510417,50.5,99.94791667,80.44,0.63686
Woodlawn,4935,2084,5149,2350,5099,488.5468906,203.643299,2148.435923,1320.293374,55.55607178,0,2257.544066,1100.993865,1241.437959,2313.653566,28.77825818,100.355071,143.6030444,678.4757364,0,0,34,0,0,9.961704756,0,9.961704756,31,0,0,0,0,3.695481336,0,18.59126139,72.76453891,222.6420154,118.424823,197.1997558,73.60855552,0,0,0,9,0,35,0,40,0,0,0,23,0,0,10,0,9.961704756,0,6.45010846,95,56.97811264,96.78439598,263.6359505,343.4894742,552.2822364,9,0,0,0,2342.431824,1122.747494,61.45251738,91.30900548,28.8952,7.333471675,51.75053546,7.710057288,26.56434831,0,8.580822661,0,1.285009548,17.21912794,53.64930847,674.0815471,523.3668026,307.9847076,646.4069801,482.5279415,4055.016643,214.9271905,35.08744149,29.44987308,202.7652872,16.82646421,49.87490229,21.02357564,96.5310411,47.24940612,138.8285327,248.4301505,383.7312137,150.4083861,207.63067,186.3672413,313.300448,1550.581983,2342.431824,78.03363496,0.180029224
Woodstock,8942,3930,9861,4187,9771,734.2464942,249.0572699,3954.50452,2148.581088,147.7659793,6.406779661,3600.01564,1519.161102,2324.784627,3835.680632,8.265097236,340.5530046,199.905353,1988.214264,0,0,0,51.61711361,0,0,0,8.265097236,0,0,0,0,0,0,7.842857143,44.28050847,93.92219231,177.5568777,164.1388941,298.5924299,181.8378452,43.20513047,2.27184466,0,5.001740644,0,0,0,0,0,0,0,13.58154646,0,0,0,7.118644068,0,7,0,41.49460276,67.78884083,133.4228743,587.7960196,944.6092159,831.6114073,89.91705931,11.34353184,0,1.091962346,3843.945729,2385.513841,225.2941165,374.7758235,18.65129524,12.77247669,31.02742273,71.07068875,48.25925456,20.55866123,38.78155429,96.59933436,42.0033192,27.71044569,284.0793055,1509.821107,1278.122368,1119.912043,664.8850142,1249.786536,7011.042485,91.53831216,47.34364931,77.52431834,45.97418268,75.33250641,59.79839727,111.5769664,175.72319,140.1235487,377.0981399,317.1278905,668.9934015,509.762782,412.3643422,380.8701629,352.7939387,2741.777445,3843.945729,78.84994551,0.138602735
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City of Portland,583776,265439,652503,302034,632409,76100.07534,34595,248171,149423,25556,873,250713,141342.42,135799.58,272390,4752,30432,31503,61297,707,572,"1,955","1,646",662,939,"1,185",879,723,"1,371","1,277","2,804","1,969","2,407","3,591","7,760","10,700","27,394","21,242","24,002","8,610","2,371",950,885,838,291,210,215,222,212,168,342,220,280,317,164,163,728,504,"2,033","2,356","7,322","11,831","34,244","28,410","37,949","12,692","3,525","1,091",848,277142,140520,"17,476","38,907","6,467","2,644","18,622","3,171","12,852","5,578","5,984","9,234",5864,2519,45119,81301,66651,57025,83223,76620,486812,17571,10560,9047,9711,10256,10117,9107,9911,9574,19170,26242,34980,27212,19688,23725,30271,147175,277142,78.94263346,0.428024043
